gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2710198137	539	26.1	1	519	4	480	2.0e-20	94.4	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2710198138	239	46.69	1	236	3	244	2.0e-66	245	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	248
2710198141	580	36.6	197	580	2	362	2.0e-78	287	COG0674	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit	365
2710198142	288	37.8	4	288	6	294	7.0e-82	297	COG1013	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	294
2710198149	303	36.07	2	298	2	305	2.0e-63	236	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2710198152	404	24.57	1	402	1	381	8.0e-33	134	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710198154	364	36.96	1	357	4	369	1.0e-88	320	COG0381	UDP-N-acetylglucosamine 2-epimerase	383
2710198155	330	44.92	1	314	247	571	2.0e-94	339	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	588
2710198156	273	28.82	1	268	1	278	7.0e-39	154	COG1091	dTDP-4-dehydrorhamnose reductase	281
2710198157	293	25.81	3	290	2	308	2.0e-31	129	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2710198158	293	22.18	6	254	3	265	6.0e-14	71.7	COG1216	Glycosyltransferase, GT2 family	305
2710198159	257	46.92	1	254	8	262	2.0e-72	265	COG1218	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	276
2710198160	198	57.22	5	198	2	195	6.0e-80	290	COG0529	Adenylylsulfate kinase or related kinase	197
2710198161	600	20.26	147	600	73	457	2.0e-27	117	COG0471	Di- and tricarboxylate transporter	461
2710198162	386	55.97	4	378	6	377	0.0e+00	478	COG2046	ATP sulfurylase (sulfate adenylyltransferase)	397
2710198166	547	48.76	93	531	1	436	0.0e+00	535	COG0621	tRNA A37 methylthiotransferase MiaB	437
2710198167	143	54.17	3	122	1	120	6.0e-30	123	COG4550	Cell fate regulator YmcA, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)	120
2710198169	329	39.69	17	329	12	331	3.0e-55	208	COG2855	Uncharacterized membrane protein YadS	334
2710198170	722	33.17	3	606	1	570	1.0e-129	457	COG0550	DNA topoisomerase IA	570
2710198172	484	31.7	4	460	7	555	3.0e-84	306	COG1966	Carbon starvation protein CstA	575
2710198173	296	30.56	5	288	3	267	2.0e-50	192	COG0388	Predicted amidohydrolase	274
2710198174	451	39.46	12	438	4	443	3.0e-104	372	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	457
2710198175	428	35.31	4	320	2	310	4.0e-70	258	COG0167	Dihydroorotate dehydrogenase	310
2710198176	475	36.3	1	448	1	430	7.0e-97	348	COG0044	Dihydroorotase or related cyclic amidohydrolase	430
2710198177	516	27.82	31	472	24	490	3.0e-61	229	COG1953	Cytosine/uracil/thiamine/allantoin permease	497
2710198181	488	39.96	12	486	2	469	3.0e-124	439	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2710198182	451	41.61	11	448	5	442	3.0e-129	455	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	449
2710198185	205	22.11	12	192	18	207	9.0e-11	60.3	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2710198186	877	47.4	3	873	1	843	0.0e+00	918	COG0249	DNA mismatch repair ATPase MutS	843
2710198187	621	43.01	3	620	3	638	0.0e+00	622	COG0323	DNA mismatch repair ATPase MutL	638
2710198190	793	34.49	22	778	4	751	0.0e+00	498	COG2366	Acyl-homoserine lactone (AHL) acylase PvdQ	768
2710198191	319	52.88	6	298	2	295	5.0e-105	374	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	308
2710198192	77	59.21	1	76	1	76	8.0e-23	98.5	COG1923	sRNA-binding regulator protein Hfq	77
2710198194	311	21.62	67	286	85	302	1.0e-07	51.1	COG3547	Transposase	303
2710198198	215	26.94	20	212	12	193	3.0e-12	65.4	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2710198199	338	26.03	99	338	44	285	8.0e-14	71.5	COG0842	ABC-type multidrug transport system, permease component	286
2710198200	242	45.85	1	224	1	229	6.0e-66	244	COG1131	ABC-type multidrug transport system, ATPase component	293
2710198201	227	32.48	1	224	7	233	1.0e-44	172	COG2120	N-acetylglucosaminyl deacetylase, LmbE family	237
2710198203	267	51.32	1	264	3	263	7.0e-90	323	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	263
2710198206	223	61.36	6	223	4	223	9.0e-96	342	COG0692	Uracil DNA glycosylase	223
2710198208	123	47.93	1	121	2	120	6.0e-24	102	COG2363	Uncharacterized membrane protein YgdD, TMEM256/DUF423 family	124
2710198211	248	39.75	2	245	2	229	3.0e-69	254	COG3253	Chlorite dismutase	230
2710198212	323	50.31	4	323	1	324	8.0e-104	370	COG0280	Phosphotransacetylase	327
2710198213	280	25.47	15	280	2	247	1.0e-31	130	COG0095	Lipoate-protein ligase A	248
2710198216	432	43.43	10	427	2	417	3.0e-112	398	COG1078	HD superfamily phosphohydrolase	421
2710198217	169	49.7	2	163	5	169	1.0e-33	135	COG3465	Uncharacterized protein YwgA	171
2710198219	61	43.55	1	61	1	62	3.0e-13	66.9	COG1942	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family	69
2710198220	228	33.49	8	206	5	209	1.0e-16	80.4	COG1994	Zn-dependent protease (includes SpoIVFB)	230
2710198222	686	40.73	4	618	2	609	0.0e+00	540	COG0744	Membrane carboxypeptidase (penicillin-binding protein)	661
2710198223	276	45.2	1	276	1	281	4.0e-85	308	COG0421	Spermidine synthase	282
2710198224	290	38.82	1	290	1	303	4.0e-64	238	COG0010	Arginase family enzyme	305
2710198225	145	30.43	8	145	7	142	3.0e-17	81.2	COG4506	Uncharacterized beta-barrel protein YwiB, DUF1934 family	143
2710198226	556	44.14	1	556	1	577	0.0e+00	581	COG0018	Arginyl-tRNA synthetase	577
2710198228	317	40.25	1	317	25	345	6.0e-87	314	COG4294	UV DNA damage repair endonuclease	347
2710198229	401	34.27	32	401	50	438	5.0e-65	242	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	438
2710198230	705	26.38	270	696	4	387	1.0e-69	258	COG0247	Fe-S oxidoreductase	388
2710198231	395	41.98	1	392	1	391	5.0e-82	298	COG0183	Acetyl-CoA acetyltransferase	392
2710198232	283	52.82	1	283	1	284	2.0e-103	368	COG1250	3-hydroxyacyl-CoA dehydrogenase	307
2710198233	378	51.16	1	377	1	387	2.0e-107	382	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2710198234	379	51.55	1	379	1	388	7.0e-113	400	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2710198235	217	24.1	18	212	11	201	1.0e-11	63.5	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2710198236	1088	38.51	518	1088	2	548	0.0e+00	556	COG1884	Methylmalonyl-CoA mutase, N-terminal domain/subunit	548
2710198237	187	43.93	3	175	3	175	1.0e-10	60	COG3343	DNA-directed RNA polymerase, delta subunit	175
2710198238	534	67.54	2	534	1	532	0.0e+00	944	COG0504	CTP synthase (UTP-ammonia lyase)	533
2710198239	358	26.06	1	323	3	314	1.0e-28	121	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	322
2710198240	511	49.6	1	498	4	500	0.0e+00	580	COG1129	ABC-type sugar transport system, ATPase component	500
2710198241	330	41.34	4	330	1	315	5.0e-56	211	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	316
2710198244	285	58.68	1	285	1	286	2.0e-110	392	COG0191	Fructose/tagatose bisphosphate aldolase	286
2710198245	225	47.32	13	223	8	231	3.0e-64	238	COG0176	Transaldolase	239
2710198246	427	54.16	1	418	1	421	0.0e+00	590	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	421
2710198247	320	60.54	1	320	1	332	1.0e-130	459	COG1494	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein	332
2710198248	420	63.83	1	417	1	422	0.0e+00	661	COG1158	Transcription termination factor Rho	422
2710198249	70	50	1	66	1	70	2.0e-21	93.8	COG0254	Ribosomal protein L31	75
2710198250	203	49	5	198	1	200	6.0e-69	253	COG1435	Thymidine kinase	201
2710198251	564	21.57	13	563	29	596	6.0e-82	298	COG1164	Oligoendopeptidase F	598
2710198252	149	27.64	19	140	1	123	6.0e-14	70.3	COG1846	DNA-binding transcriptional regulator, MarR family	126
2710198254	170	40	1	170	1	162	3.0e-43	167	COG1791	Acireductone dioxygenase (methionine salvage), cupin superfamily	181
2710198255	215	28.85	1	203	2	195	1.0e-26	113	COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	219
2710198256	219	36.28	1	215	1	213	1.0e-51	196	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)	220
2710198257	403	37.59	1	398	19	424	1.0e-107	383	COG1850	Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein	429
2710198258	394	41.98	8	392	2	393	5.0e-102	365	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2710198259	260	41.35	4	260	4	267	2.0e-59	222	COG0388	Predicted amidohydrolase	274
2710198260	394	43.64	1	388	3	401	3.0e-116	412	COG4857	5-Methylthioribose kinase, methionine salvage pathway	408
2710198261	350	51.45	8	349	3	346	7.0e-122	430	COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	346
2710198262	197	50.57	103	189	4	89	9.0e-22	96.9	COG3860	Uncharacterized protein	89
2710198263	151	38.32	2	150	1	166	2.0e-37	148	COG0350	O6-methylguanine-DNA--protein-cysteine methyltransferase	168
2710198264	717	27.57	453	717	63	330	7.0e-36	146	COG0642	Signal transduction histidine kinase	336
2710198265	341	37.28	1	334	1	342	6.0e-41	161	COG3594	Fucose 4-O-acetylase or related acetyltransferase	343
2710198266	575	22.62	1	368	15	402	6.0e-42	165	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	490
2710198270	450	28.18	35	446	68	499	8.0e-62	231	COG0168	Trk-type K+ transport system, membrane component	499
2710198273	258	24.48	19	256	5	240	1.0e-17	83.8	COG1191	DNA-directed RNA polymerase specialized sigma subunit	247
2710198275	261	32.34	1	252	7	254	2.0e-39	156	COG0861	Membrane protein TerC, possibly involved in tellurium resistance	254
2710198279	362	23.93	6	276	3	301	3.0e-25	109	COG3320	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs	382
2710198280	1029	32.88	2	1013	1	1008	0.0e+00	774	COG0841	Multidrug efflux pump subunit AcrB	1009
2710198282	469	34.38	16	458	25	469	6.0e-66	245	COG1757	Na+/H+ antiporter NhaC	485
2710198283	343	30.13	97	333	6	243	1.0e-44	174	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2710198284	522	57.31	1	522	1	526	0.0e+00	805	COG4108	Peptide chain release factor RF-3	528
2710198286	405	58.77	1	405	1	403	2.0e-129	456	COG1972	Nucleoside permease NupC	404
2710198287	360	31.95	183	340	14	181	5.0e-27	115	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2710198288	491	41.6	18	486	5	475	1.0e-120	427	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2710198289	351	34.48	8	346	2	345	1.0e-95	343	COG1363	Putative aminopeptidase FrvX	355
2710198290	463	38.51	14	458	18	495	2.0e-98	353	COG3104	Dipeptide/tripeptide permease	498
2710198291	270	30.04	3	268	16	288	5.0e-32	131	COG1295	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	303
2710198292	279	58.08	20	279	3	262	1.0e-95	342	COG3483	Tryptophan 2,3-dioxygenase (vermilion)	262
2710198294	66	67.16	1	66	1	67	1.0e-21	94.8	COG1278	Cold shock protein, CspA family	67
2710198295	147	24.49	1	144	3	143	2.0e-21	95	COG1764	Organic hydroperoxide reductase OsmC/OhrA	143
2710198297	245	46.96	1	245	3	246	6.0e-76	277	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	246
2710198298	488	43.16	7	479	2	472	0.0e+00	496	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2710198299	345	34.34	17	343	14	342	1.0e-77	283	COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain	348
2710198300	745	37.55	47	744	13	654	0.0e+00	607	COG0209	Ribonucleotide reductase alpha subunit	696
2710198304	381	24.21	18	381	7	371	4.0e-34	139	COG4299	Predicted acyltransferase	371
2710198306	335	36.17	192	326	34	173	7.0e-31	128	COG1045	Serine acetyltransferase	194
2710198307	383	58.47	5	375	4	378	0.0e+00	484	COG0381	UDP-N-acetylglucosamine 2-epimerase	383
2710198308	295	62.41	2	290	1	290	1.0e-129	456	COG1210	UTP-glucose-1-phosphate uridylyltransferase	291
2710198309	530	42.17	2	245	1	249	2.0e-77	283	COG1134	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	249
2710198310	267	32.58	1	267	3	263	2.0e-40	159	COG1682	ABC-type polysaccharide/polyol phosphate export permease	263
2710198311	425	47.66	1	409	10	433	0.0e+00	490	COG0677	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	436
2710198313	710	16.41	5	384	2	381	8.0e-08	53.1	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710198314	718	19.38	212	508	51	357	2.0e-14	75	COG4641	Spore maturation protein CgeB	373
2710198316	434	21.3	111	432	55	380	2.0e-16	80.4	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710198317	412	18.54	2	402	1	381	1.0e-19	91.2	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710198319	419	32.69	266	414	42	197	4.0e-23	102	COG0791	Cell wall-associated hydrolase, NlpC family	197
2710198320	580	45.16	457	577	81	204	2.0e-32	134	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	207
2710198321	310	35.97	9	307	1	292	5.0e-73	268	COG1316	Anionic cell wall polymer biosynthesis enzyme,  LytR-Cps2A-Psr (LCP) family	307
2710198326	188	29.21	8	185	2	179	1.0e-29	122	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710198327	315	39.32	25	315	11	300	1.0e-60	226	COG0010	Arginase family enzyme	305
2710198328	427	38.46	7	419	3	405	1.0e-96	346	COG1228	Imidazolonepropionase or related amidohydrolase	406
2710198329	556	72.6	1	551	4	554	0.0e+00	953	COG2987	Urocanate hydratase	561
2710198330	510	52.23	1	494	3	496	0.0e+00	683	COG2986	Histidine ammonia-lyase	498
2710198333	190	20.57	1	139	1	136	6.0e-14	71.1	COG1943	REP element-mobilizing transposase RayT	136
2710198337	400	33.43	78	399	1	314	2.0e-52	200	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	314
2710198338	362	28.42	65	351	5	290	5.0e-42	165	COG1840	ABC-type Fe3+ transport system, periplasmic component	299
2710198339	366	49.86	1	360	3	352	3.0e-117	415	COG3842	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components	352
2710198340	563	31.16	3	553	1	531	3.0e-78	286	COG1178	ABC-type Fe3+ transport system, permease component	540
2710198341	496	37.03	21	470	18	457	2.0e-100	359	COG0165	Argininosuccinate lyase	459
2710198345	411	17.58	1	363	4	353	2.0e-15	77.5	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2710198346	529	39.52	12	451	46	482	5.0e-100	358	COG1785	Alkaline phosphatase	482
2710198348	941	31.92	323	941	193	866	4.0e-82	300	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	866
2710198350	362	53.29	17	183	10	176	3.0e-60	225	COG2169	Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada), contains Zn-binding and two AraC-type DNA-binding domains	187
2710198352	201	41.62	4	200	10	206	5.0e-53	200	COG0400	Predicted esterase	207
2710198353	326	20.4	11	191	10	200	8.0e-03	34.9	COG2514	Catechol-2,3-dioxygenase	265
2710198354	280	32.46	163	276	2	115	3.0e-16	79.3	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2710198356	1148	41.29	309	1147	3	842	0.0e+00	846	COG1410	Methionine synthase I, cobalamin-binding domain	842
2710198357	616	40.07	1	283	5	311	6.0e-91	328	COG0646	Methionine synthase I (cobalamin-dependent), methyltransferase domain	311
2710198358	394	50.51	1	384	1	396	0.0e+00	474	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2710198359	374	49.1	3	366	5	395	3.0e-128	451	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2710198362	208	19.63	2	160	2	157	6.0e-09	54.5	COG1443	Isopentenyldiphosphate isomerase	185
2710198363	218	20.98	1	216	3	219	5.0e-19	87.9	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2710198365	402	33.33	45	393	58	429	1.0e-65	244	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	438
2710198366	183	27.54	15	170	1	165	1.0e-04	39.5	COG4767	Glycopeptide antibiotics resistance protein	199
2710198367	671	34.13	50	509	3	441	1.0e-76	281	COG3276	Selenocysteine-specific translation elongation factor	447
2710198370	198	29.56	4	195	9	206	1.0e-32	132	COG1999	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	207
2710198377	1044	24.19	1	1039	1	905	8.0e-53	202	COG0419	DNA repair exonuclease SbcCD ATPase subunit	908
2710198378	381	24.93	1	365	1	373	2.0e-44	173	COG0420	DNA repair exonuclease SbcCD nuclease subunit	390
2710198384	159	68	1	150	3	152	9.0e-51	192	COG4846	Membrane protein CcdC involved in cytochrome C biogenesis	163
2710198386	235	39.27	2	213	9	219	1.0e-30	126	COG0785	Cytochrome c biogenesis protein CcdA	220
2710198388	601	39.17	13	589	1	566	7.0e-125	441	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2710198389	581	35.71	1	574	1	567	8.0e-128	451	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2710198390	373	33.59	1	373	1	381	2.0e-66	246	COG4851	Protein involved in sex pheromone biosynthesis	382
2710198391	73	64.29	3	72	2	71	4.0e-15	73	COG3763	Uncharacterized protein YneF, UPF0154 family	71
2710198393	667	62.82	1	666	1	662	0.0e+00	1056	COG0021	Transketolase	663
2710198394	77	59.21	2	77	1	76	4.0e-13	66.1	COG4224	Uncharacterized protein YnzC, UPF0291/DUF896 family	77
2710198395	216	22.12	1	216	1	208	1.0e-19	90.2	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	222
2710198397	206	50.48	1	206	1	201	2.0e-60	225	COG1974	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)	201
2710198398	444	52.02	4	441	1	441	0.0e+00	575	COG0174	Glutamine synthetase	443
2710198399	138	26.37	13	102	1	91	3.0e-11	60.9	COG0789	DNA-binding transcriptional regulator, MerR family	124
2710198400	422	68.51	1	416	1	416	0.0e+00	664	COG4100	Cystathionine beta-lyase family protein involved in aluminum resistance	416
2710198401	417	51.53	4	391	1	390	6.0e-126	444	COG2262	50S ribosomal subunit-associated GTPase HflX	411
2710198402	202	44.12	1	200	4	206	2.0e-45	175	COG2860	Uncharacterized membrane protein YeiH	209
2710198403	168	39.13	65	153	3	94	2.0e-15	75.4	COG2329	Heme-degrading monooxygenase HmoA and related ABM domain proteins	105
2710198404	191	24.85	1	142	3	171	1.0e-20	93	COG1335	Nicotinamidase-related amidase	205
2710198405	217	44.76	4	211	1	210	5.0e-55	207	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2710198406	342	27.91	10	342	26	365	2.0e-46	180	COG4585	Signal transduction histidine kinase	365
2710198407	270	20.45	6	269	2	234	3.0e-14	72.5	COG4758	Predicted membrane protein	235
2710198409	197	22.22	12	194	27	214	7.0e-06	44	COG0671	Membrane-associated phospholipid phosphatase	232
2710198410	400	51.97	15	391	13	391	2.0e-120	425	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2710198411	135	31.62	13	129	10	125	1.0e-14	72.3	COG4270	Uncharacterized membrane protein	131
2710198413	409	35.89	3	404	1	377	2.0e-58	220	COG4473	Predicted ABC-type exoprotein transport system, permease component	379
2710198414	247	38.06	1	244	2	248	2.0e-60	225	COG1131	ABC-type multidrug transport system, ATPase component	293
2710198415	140	48.57	2	140	1	138	4.0e-39	153	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	138
